accession,sample-name,geo-loc-name,studies,biome
SRS1912817,60338620_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912818,19517140_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912819,12780703_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912820,71705246_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912821,30826086_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912822,72111792_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912823,16020939_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912824,11715866_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912825,71936712_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912826,18075722_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912827,14040721_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912828,17437941_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912829,12112483_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912830,19272639_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912831,50635518_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912832,20069333_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912833,30538791_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912834,16853657_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912835,50144974_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912836,30826086_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912837,50176181_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912838,72242320_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912839,40531258_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912840,70059005_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912841,10598702_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912842,71382449_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912843,18346018_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912844,71492982_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912845,72251940_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912846,11486372_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912847,11188967_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912848,16485541_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912849,11507229_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912850,16935973_SF05.rna.bam_filtered.fastq.fastq.gz,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912851,40741705_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912852,16863149_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912853,19919818_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912854,19702233_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912855,16913125_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912856,14390583_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912857,20192639_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912858,70636351_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912859,16853657_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912860,13092959_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912861,30826086_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912862,30538791_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912863,16935973_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912864,11418230_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912865,72111792_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912866,19061811_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912867,16020939_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912868,16485541_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912869,11287767_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912870,50694555_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912871,30826086_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912872,19702233_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912873,10057608_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912874,13092959_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912875,50466110_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912876,70312587_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912877,18754574_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912878,14952019_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912879,70053072_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912880,18912764_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912881,14952019_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912882,13241014_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912883,13530241_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912884,12542142_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912885,70995736_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912886,19745900_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912887,40322749_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912888,16853657_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912889,18075722_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912890,11715866_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912891,16863149_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912892,50682950_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912893,10057608_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912894,71936712_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912895,40262354_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912896,20037920_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912897,30629079_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912898,50466110_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912899,19061811_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912900,11919084_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912901,30756617_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912902,19498608_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912903,71382449_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912904,30733891_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912905,50635518_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912906,17437941_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912907,16913125_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912908,11486372_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912909,50176181_SF05.rna.bam_filtered.fastq.fastq.gz,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912910,30293054_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912911,17675569_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912912,30756617_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912913,12656695_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912914,19123701_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912915,11188967_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912916,40550164_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912917,40741705_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912918,10598702_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912919,50682950_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912920,72164642_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912921,71492982_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912922,40179385_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912923,40262354_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912924,12289378_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912925,70059005_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912926,72111792_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912927,70636351_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912928,60238506_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912929,16935973_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912930,12293355_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912931,72233627_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912932,40006207_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912933,13092959_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912934,12780703_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912935,72233627_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912936,12780703_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912937,70995736_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912938,14175675_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912939,40550164_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912940,16853657_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912941,19966838_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912942,20037920_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912943,13111491_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912944,70059005_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912945,40550164_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912946,40262354_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912947,18184323_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912948,72233627_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912949,12112483_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912950,11418230_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912951,18346018_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912952,19702233_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912953,60338620_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912954,18628150_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912955,19517140_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912956,71492982_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912957,14390583_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912958,17086721_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912959,50635518_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912960,12294978_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912961,10650433_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912962,18754574_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912963,15487950_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912964,30629079_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912965,12289378_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912966,12656695_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912967,10042055_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912968,71382449_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912969,13530241_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912970,17086721_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912971,72111792_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912972,20069333_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912973,19498608_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912974,15785561_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912975,72164642_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912976,71936712_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912977,11992832_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912978,10650433_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912979,71936712_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912980,11275441_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912981,18346018_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912982,40006207_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912983,15785561_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912984,71429144_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912985,13530241_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912986,12656695_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912987,19517140_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912988,20192639_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912989,19498608_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912990,18075722_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912991,10650433_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912992,10057608_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912993,30538791_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912994,15785561_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912995,71705246_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912996,72111792_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912997,16913125_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912998,50694555_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1912999,40006207_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913000,18706034_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913001,50144974_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913002,72111792_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913003,13111491_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913004,40531258_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913005,19272639_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913006,70863791_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913007,14390583_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913008,70636351_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913009,72196364_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913010,14040721_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913011,15487950_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913012,70053072_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913013,60338620_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913014,70863791_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913015,70572554_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913016,11715866_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913017,72111792_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913018,20069333_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913019,72164642_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913020,72043921_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913021,70863791_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913022,72164642_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913023,19702233_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913024,11275441_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913025,30756617_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913026,40531258_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913027,12294978_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913028,11287767_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913029,18912764_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913030,72164642_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913031,11507229_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913032,50466110_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913033,71429144_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913034,11275441_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913035,10650433_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913036,18184323_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913037,19251414_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913038,19966838_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
